subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,approve,disapprove,approve_adjusted,disapprove_adjusted,timestamp,url
Trump,6/2/2020,I,3/6/2020,3/9/2020,Morning Consult,B/C,733,a,.22200655,0,"","",36,41,36.647439,44.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200326_crosstabs_CORONAVIRUS_Adults_v4_JB.pdf
Trump,6/2/2020,I,3/8/2020,3/9/2020,Harris Insights & Analytics,C,290,rv,.16518749,0,"","",42,58,39.297063,55.944829,15:55:09  2 Jun 2020,https://thehill.com/hilltv/what-americas-thinking/487327-poll-trump-sees-high-marks-on-the-economy-low-marks-on-handling
Trump,6/2/2020,I,3/8/2020,3/10/2020,YouGov,B,586,a,.26756492,0,"","",42,37,42.10565,40.85392,15:55:09  2 Jun 2020,https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf
Trump,6/2/2020,I,3/10/2020,3/11/2020,YouGov,B,659,a,.28638353,0,"","",35,44,35.10565,47.85392,15:55:09  2 Jun 2020,https://docs.cdn.yougov.com/ap1p15w9nv/20200311_yahoo_coronavirus_crosstabs.pdf
Trump,6/2/2020,I,3/10/2020,3/12/2020,YouGov,B,422,a,.18338975,0,"","",39,37,39.10565,40.85392,15:55:09  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b63c3b6485b422.pdf
Trump,6/2/2020,I,3/10/2020,3/14/2020,Morning Consult,B/C,753,a,.21493721,0,"","",34,41,34.647439,44.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200333_crosstabs_CORONAVIRUS_Adults_v3_JB-2.pdf
Trump,6/2/2020,I,3/12/2020,3/12/2020,SurveyUSA,A,207,a,.42046337,0,"","",46,42,45.065756,43.020538,15:55:09  2 Jun 2020,http://www.surveyusa.com/client/PollTrack.aspx?g=41b2a625-ff4d-4ffa-99b2-de9cc09cdd58
Trump,6/2/2020,I,3/11/2020,3/12/2020,Ipsos,B-,201,a,.24743687,0,"","",38,61,38.417637,58.911788,15:55:09  2 Jun 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-031320.pdf
Trump,6/2/2020,I,3/11/2020,3/13/2020,NBC News/The Wall Street Journal,A-,108,rv,.2374482,0,"","",43,52,42.941669,51.477892,15:55:09  2 Jun 2020,https://www.documentcloud.org/documents/6810602-200149-NBCWSJ-March-Poll-Final-3-14-20-Release.html
Trump,6/2/2020,I,3/13/2020,3/15/2020,YouGov,B,415,a,.171817,0,"","",40,37,40.10565,40.85392,15:55:09  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b60fb69ddf0b8d.pdf
Trump,6/2/2020,I,3/13/2020,3/14/2020,Marist College,A+,235.2,rv,.51713691,0,"","",40,50,40.469308,48.806361,15:55:09  2 Jun 2020,http://maristpoll.marist.edu/wp-content/uploads/2020/03/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2003151338.pdf
Trump,6/2/2020,I,3/14/2020,3/15/2020,Harris Insights & Analytics,C,509,a,.23304687,0,"","",53,47,50.297063,44.944829,15:55:09  2 Jun 2020,https://theharrispoll.com/wp-content/uploads/2020/03/Harris-Poll-COVID19-Tabs_Wave-2.pdf
Trump,6/2/2020,I,3/13/2020,3/16/2020,Morning Consult,B/C,547,rv,.15035509,0,"","",35,52,35.647439,55.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200346_crosstabs_POLITICO_RVs_v1_AUTO.pdf
Trump,6/2/2020,I,3/13/2020,3/16/2020,Morning Consult,B/C,547,rv,.15035509,0,"","",43,43,43.647439,46.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200346_crosstabs_CORONAVIRUS_TREND_RVs_v3_JB-1.pdf
Trump,6/2/2020,I,3/15/2020,3/17/2020,YouGov,B,593,a,.23668727,0,"","",41,45,41.10565,48.85392,15:55:09  2 Jun 2020,https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf
Trump,6/2/2020,I,3/16/2020,3/17/2020,Ipsos,B-,115,a,.13082182,0,"","",46,46,46.417637,43.911788,15:55:09  2 Jun 2020,https://fingfx.thomsonreuters.com/gfx/mkt/13/3563/3524/Topline%20Reuters%20Coronavirus%2003%2017%202020.pdf
Trump,6/2/2020,I,3/16/2020,3/19/2020,American Research Group,B,391,rv,.68376566,0,"","",38,57,38.306346,57.364674,15:55:09  2 Jun 2020,https://americanresearchgroup.com/economy/
Trump,6/2/2020,I,3/17/2020,3/18/2020,Harris Insights & Analytics,C,613,a,.25968067,0,"","",56,44,53.297063,41.944829,15:55:09  2 Jun 2020,https://theharrispoll.com/wp-content/uploads/2020/04/Wave-2-3_tabs_updated-1.pdf
Trump,6/2/2020,I,3/13/2020,3/22/2020,Gallup,B,338,a,.61802541,0,"","",60,39,56.307841,40.993776,15:55:09  2 Jun 2020,https://news.gallup.com/poll/298313/president-trump-job-approval-rating.aspx
Trump,6/2/2020,I,3/18/2020,3/19/2020,SurveyUSA,A,244,a,.48487877,0,"","",48,38,47.065756,39.020538,15:55:09  2 Jun 2020,http://www.surveyusa.com/client/PollReport.aspx?g=982bb407-60fd-42bc-ac07-080c7af879b2
Trump,6/2/2020,I,3/18/2020,3/19/2020,Ipsos,B-,201,a,.2196473,0,"","",53,45,53.417637,42.911788,15:55:09  2 Jun 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-032020.pdf
Trump,6/2/2020,I,3/17/2020,3/20/2020,Morning Consult,B/C,512,rv,.14063925,0,"","",51,38,51.647439,41.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200371_crosstabs_CORONAVIRUS_TREND_PARTIALS_RVs_v2_JB.pdf
Trump,6/2/2020,I,3/18/2020,3/19/2020,Emerson College,A-,323,rv,.6496653,0,"","",44.3,45.8,45.775609,46.283863,15:55:09  2 Jun 2020,https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus
Trump,6/2/2020,I,3/18/2020,3/22/2020,Monmouth University,A+,309,a,.69904263,0,"","",48,48,47.56111,48.150054,15:55:09  2 Jun 2020,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032320.pdf/
Trump,6/2/2020,I,3/18/2020,3/24/2020,Ipsos,B-,428,a,.45644618,0,"","",43,43,43.417637,40.911788,15:55:09  2 Jun 2020,https://fingfx.thomsonreuters.com/gfx/mkt/13/3885/3841/Topline%20Reuters%20Coronavirus%2003%2024%202020.pdf
Trump,6/2/2020,I,3/20/2020,3/22/2020,YouGov,B,409,a,.14991348,0,"","",40,43,40.10565,46.85392,15:55:09  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/03/24/5e7a4240c5b63c3b6498205f.pdf
Trump,6/2/2020,I,3/20/2020,3/22/2020,Morning Consult,B/C,690,a,.18887608,0,"","",42,45,42.647439,48.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200383_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
Trump,6/2/2020,I,3/19/2020,3/22/2020,Rasmussen Reports/Pulse Opinion Research,C+,300,lv,.5037754,0,"","",34,65,36.127688,61.47034,15:55:09  2 Jun 2020,https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/march_2020/crosstabs_trump_response_to_coronavirus_march_19_and_22_2020
Trump,6/2/2020,I,3/19/2020,3/25/2020,UCLA Nationscape,"",2300,a,.48347395,0,"","",59,42,61.557309,45.617202,15:55:09  2 Jun 2020,https://www.voterstudygroup.org/covid-19-updates
Trump,6/2/2020,I,3/20/2020,3/23/2020,Global Strategy Group/GBAO/Navigator Research,"",59.685,rv,.05939357,0,"",T,45,38,46.675548,38.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.23.20.pdf
Trump,6/2/2020,I,3/21/2020,3/23/2020,YouGov,B,706,a,.25392808,0,"","",54,47,54.10565,50.85392,15:55:09  2 Jun 2020,https://drive.google.com/file/d/1TofJVeuCbZN8cRGBN97kWGqhO6tlQ7VA/view
Trump,6/2/2020,I,3/21/2020,3/22/2020,Harris Insights & Analytics,C,663,a,.26773993,0,"","",50,50,47.297063,47.944829,15:55:09  2 Jun 2020,https://theharrispoll.com/wp-content/uploads/2020/03/COVID-19-Tracker_Wave-2-4_tabs.pdf
Trump,6/2/2020,I,3/22/2020,3/23/2020,Harris Insights & Analytics,C,291,rv,.11791861,0,"","",55,45,52.297063,42.944829,15:55:09  2 Jun 2020,https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen
Trump,6/2/2020,I,3/21/2020,3/24/2020,Global Strategy Group/GBAO/Navigator Research,"",58.19,rv,.0564678,0,"",T,48,43,49.675548,43.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.24.20.pdf
Trump,6/2/2020,I,3/21/2020,3/24/2020,Fox News/Beacon Research/Shaw & Co. Research,A-,111.21,rv,.24099339,0,"","",46,47,47.290215,45.592457,15:55:09  2 Jun 2020,https://www.scribd.com/document/453417322/Fox-News-Poll-March-21-24-2020
Trump,6/2/2020,I,3/22/2020,3/24/2020,YouGov,B,593,a,.2106211,0,"","",42,45,42.10565,48.85392,15:55:09  2 Jun 2020,https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf
Trump,6/2/2020,I,3/22/2020,3/25/2020,ABC News/The Washington Post,A+,354,a,.77962556,0,"","",49,45,47.540802,44.454829,15:55:09  2 Jun 2020,https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/
Trump,6/2/2020,I,3/22/2020,3/25/2020,Global Strategy Group/GBAO/Navigator Research,"",57.6725,rv,.05447642,0,"",T,42,51,43.675548,51.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.25.20.pdf
Trump,6/2/2020,I,3/23/2020,3/26/2020,McLaughlin & Associates,C/D,310,lv,.4156808,0,"","",47,48,45.465685,48.191198,15:55:09  2 Jun 2020,https://mclaughlinonline.com/pols/wp-content/uploads/2020/03/National-Monthly-Omnibus-MARCH-PUBLIC.pdf
Trump,6/2/2020,I,3/24/2020,3/25/2020,SurveyUSA,A,242,a,.48172831,0,"","",49,46,48.065756,47.020538,15:55:09  2 Jun 2020,http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d
Trump,6/2/2020,I,3/24/2020,3/26/2020,Harris Insights & Analytics,C,647,rv,.26782052,0,*,"",43.5,56.5,40.797063,54.444829,15:55:09  2 Jun 2020,https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Crosstabs.pdf
Trump,6/2/2020,I,3/23/2020,3/26/2020,Global Strategy Group/GBAO/Navigator Research,"",55.275,rv,.05098928,0,"",T,47,43,48.675548,43.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf
Trump,6/2/2020,I,3/24/2020,3/26/2020,Morning Consult,B/C,729,a,.20570176,0,"","",47,38,47.647439,41.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/200394_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
Trump,6/2/2020,I,3/24/2020,3/27/2020,Global Strategy Group/GBAO/Navigator Research,"",58.765,rv,.05314896,0,"",T,46,44,47.675548,44.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf
Trump,6/2/2020,I,3/25/2020,3/26/2020,YouGov,B,659,a,.22801526,0,"","",40,44,40.10565,47.85392,15:55:09  2 Jun 2020,https://docs.cdn.yougov.com/69501vybsd/20200326_yahoo_coronavirus_crosstabs.pdf
Trump,6/2/2020,I,3/26/2020,3/27/2020,Harris Insights & Analytics,C,275,rv,.11982255,0,"","",48,52,45.297063,49.944829,15:55:09  2 Jun 2020,https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen
Trump,6/2/2020,I,3/26/2020,3/29/2020,Change Research,C-,400,lv,.50980154,0,"","",40,60,41.038363,56.74421,15:55:09  2 Jun 2020,https://drive.google.com/file/d/1yFA1QCCOFNkt__W9Zog3MaRMj8RJCw_1/view
Trump,6/2/2020,I,3/25/2020,3/30/2020,YouGov,B,491,a,.16699854,0,"","",55,44,55.10565,47.85392,15:55:09  2 Jun 2020,https://www.moreincommon.com/media/z4fdmdpa/hidden-tribes_covid-19-polarization-and-the-pandemic-4-3-20.pdf
Trump,6/2/2020,I,3/25/2020,3/30/2020,Kaiser Family Foundation,"",418,a,.8250938,0,"","",51,45,48.861906,46.07972,15:55:09  2 Jun 2020,https://www.kff.org/wp-content/uploads/2020/04/Kaiser-Health-Tracking-Poll_Early-April_Full-Topline_FINAL.pdf
Trump,6/2/2020,I,3/25/2020,3/30/2020,Global Strategy Group/GBAO/Navigator Research,"",37.29,rv,.03256368,0,"",T,53,36,54.675548,36.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf
Trump,6/2/2020,I,3/26/2020,3/29/2020,AP-NORC,"",169.12,a,.33973539,0,"","",41,57,42.078413,54.685243,15:55:09  2 Jun 2020,http://www.apnorc.org/PDFs/March%20Omnibus%202020/topline_gov.pdf
Trump,6/2/2020,I,3/27/2020,3/29/2020,Morning Consult,B/C,679,a,.19902967,0,"","",48,38,48.647439,41.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/03/2003102_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,6/2/2020,I,3/28/2020,3/30/2020,Civiqs,B/C,602,a,.62045495,0,"","",43,49,43.123643,48.976085,15:55:09  2 Jun 2020,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03B_x2nf9sb.pdf
Trump,6/2/2020,I,3/27/2020,3/30/2020,Selzer & Co.,A+,237,a,.53415552,0,"","",42,47,42.362179,47.376457,15:55:09  2 Jun 2020,https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf
Trump,6/2/2020,I,3/26/2020,4/1/2020,UCLA Nationscape,"",2300,a,.38324414,0,"","",49,51,51.557309,54.617202,15:55:09  2 Jun 2020,https://www.voterstudygroup.org/covid-19-updates
Trump,6/2/2020,I,3/26/2020,3/31/2020,Global Strategy Group/GBAO/Navigator Research,"",37.29,rv,.03197398,0,"",T,51,38,52.675548,38.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf
Trump,6/2/2020,I,3/27/2020,3/31/2020,YouGov,B,382,a,.12883774,0,"","",47,43,47.10565,46.85392,15:55:09  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/04/02/5e861523c5b6a9491832d32d.pdf
Trump,6/2/2020,I,3/27/2020,4/1/2020,Global Strategy Group/GBAO/Navigator Research,"",111.1,rv,.09371064,0,"",T,43,39,44.675548,39.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.01.20.pdf
Trump,6/2/2020,I,3/29/2020,3/31/2020,YouGov,B,558,a,.18746075,0,"","",47,37,47.10565,40.85392,15:55:09  2 Jun 2020,https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf
Trump,6/2/2020,I,3/29/2020,4/1/2020,IBD/TIPP,A/B,999.95,a,1.7695012,0,"","",34,47,36.978845,47.706207,15:55:09  2 Jun 2020,https://projects.fivethirtyeight.com/polls/20200407_National.xlsx
Trump,6/2/2020,I,3/31/2020,4/1/2020,Morning Consult,B/C,683,a,.21401909,0,"","",42,45,42.647439,48.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/04/2003128_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,6/2/2020,I,3/30/2020,4/2/2020,Global Strategy Group/GBAO/Navigator Research,"",55.44,rv,.0457012,0,"",T,44,43,45.675548,43.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.02.20.pdf
Trump,6/2/2020,I,3/31/2020,4/1/2020,YouGov,B,703,a,.23665998,0,"","",52,48,52.10565,51.85392,15:55:09  2 Jun 2020,https://drive.google.com/file/d/1bgUZsCC8uuAtPUlEgfFySkFuKl-oYjDK/view
Trump,6/2/2020,I,4/1/2020,4/2/2020,Ipsos,B-,228,a,.24836534,0,"","",45,54,45.417637,51.911788,15:55:09  2 Jun 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-trend-wave-3.pdf
Trump,6/2/2020,I,3/31/2020,4/3/2020,Global Strategy Group/GBAO/Navigator Research,"",54.835,rv,.04478159,0,"",T,37,47,38.675548,47.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.03.20.pdf
Trump,6/2/2020,I,4/2/2020,4/3/2020,Harris Insights & Analytics,C,271,rv,.13649489,0,"","",44,56,41.297063,53.944829,15:55:09  2 Jun 2020,https://thehill.com/hilltv/491533-poll-voters-split-on-trumps-handling-of-coronavirus-pandemic
Trump,6/2/2020,I,4/3/2020,4/5/2020,Morning Consult,B/C,693,a,.22949838,0,"","",44,43,44.647439,46.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/04/200409_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
Trump,6/2/2020,I,4/3/2020,4/5/2020,Garin-Hart-Yang Research Group,B/C,200.6,rv,.38923836,0,"","",,54,,53.310674,15:55:09  2 Jun 2020,https://cdn.americanprogressaction.org/content/uploads/sites/2/2020/04/13082915/FI12875-National-States-11.pdf
Trump,6/2/2020,I,4/2/2020,4/6/2020,Quinnipiac University,B+,643.87,rv,1.0925626,0,"","",43,53,43.213192,52.032659,15:55:09  2 Jun 2020,https://poll.qu.edu/national/release-detail?ReleaseID=3658
Trump,6/2/2020,I,4/3/2020,4/4/2020,YouGov,B,426,a,.1444354,0,"","",50,40,50.10565,43.85392,15:55:09  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/04/07/5e8cfcd3c5b62459a9308880.pdf
Trump,6/2/2020,I,4/1/2020,4/6/2020,Global Strategy Group/GBAO/Navigator Research,"",36.776667,rv,.02957459,0,"",T,36,52,37.675548,52.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.06.20.pdf
Trump,6/2/2020,I,4/3/2020,4/6/2020,SSRS,B/C,410.82,a,.58499426,0,"","",45,52,44.719204,51.333493,15:55:09  2 Jun 2020,https://cdn.cnn.com/cnn/2020/images/04/08/rel4a.-.coronavirus.pdf
Trump,6/2/2020,I,4/3/2020,4/7/2020,Monmouth University,A+,334,a,.75424964,0,"","",45,50,44.56111,50.150054,15:55:09  2 Jun 2020,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_040820.pdf/
Trump,6/2/2020,I,4/2/2020,4/7/2020,Global Strategy Group/GBAO/Navigator Research,"",36.923333,rv,.02943967,0,"",T,38,49,39.675548,49.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.07.20.pdf
Trump,6/2/2020,I,4/2/2020,4/8/2020,UCLA Nationscape,"",2300,a,.34880742,0,"","",32,47,34.557309,50.617202,15:55:09  2 Jun 2020,https://www.voterstudygroup.org/covid-19-updates
Trump,6/2/2020,I,4/5/2020,4/7/2020,YouGov,B,573,a,.19423015,0,"","",41,48,41.10565,51.85392,15:55:09  2 Jun 2020,https://docs.cdn.yougov.com/ogvntw3mu9/econTabReport.pdf
Trump,6/2/2020,I,4/3/2020,4/8/2020,Global Strategy Group/GBAO/Navigator Research,"",74.946667,rv,.05936339,0,"",T,44,47,45.675548,47.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.08.20.pdf
Trump,6/2/2020,I,4/4/2020,4/7/2020,Fox News/Beacon Research/Shaw & Co. Research,A-,132.84,rv,.28648404,0,"","",38,58,39.290215,56.592457,15:55:09  2 Jun 2020,https://www.scribd.com/document/455760294/Fox-News-Poll-April-4-7-2020
Trump,6/2/2020,I,4/6/2020,4/7/2020,SurveyUSA,A,241,a,.49699972,0,"","",42,55,41.065756,56.020538,15:55:09  2 Jun 2020,http://www.surveyusa.com/client/PollReport.aspx?g=f0224955-d73f-4868-a4ca-7880f4b0798d
Trump,6/2/2020,I,4/5/2020,4/9/2020,Global Strategy Group/GBAO/Navigator Research,"",89.584,rv,.07070226,0,"",T,46,41,47.675548,41.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.09.20.pdf
Trump,6/2/2020,I,4/6/2020,4/7/2020,YouGov,B,668,a,.227213,0,"","",43,45,43.10565,48.85392,15:55:09  2 Jun 2020,https://docs.cdn.yougov.com/1ayt0i64g6/20200408_yahoo_coronavirus.pdf
Trump,6/2/2020,I,4/7/2020,4/9/2020,YouGov,B,580,a,.19898593,0,"","",52,48,52.10565,51.85392,15:55:09  2 Jun 2020,https://drive.google.com/file/d/1Hgp-3ol9cEvQXjuoaRrMJf1rlJWJSZRO/view
Trump,6/2/2020,I,4/7/2020,4/10/2020,Global Strategy Group/GBAO/Navigator Research,"",55.275,rv,.04333744,0,"",T,43,41,44.675548,41.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.10.20.pdf
Trump,6/2/2020,I,4/6/2020,4/12/2020,SurveyMonkey,D-,871,a,.505043,0,"","",51,47,49.693801,45.991813,15:55:09  2 Jun 2020,https://www.surveymonkey.com/curiosity/nyt-april-2020-cci/
Trump,6/2/2020,I,4/8/2020,4/9/2020,Ipsos,B-,205,a,.20859939,0,"","",43,57,43.417637,54.911788,15:55:09  2 Jun 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-041020_.pdf
Trump,6/2/2020,I,4/8/2020,4/11/2020,TargetSmart,"",381,rv,.58030553,0,"","",45,49,44.947939,48.785047,15:55:09  2 Jun 2020,https://insights.targetsmart.com/Analysis/covid_national_survey_april_2020/covid_toplines.pdf
Trump,6/2/2020,I,4/8/2020,4/13/2020,Global Strategy Group/GBAO/Navigator Research,"",36.886667,rv,.02867587,0,"",T,38,43,39.675548,43.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.13.20.pdf
Trump,6/2/2020,I,4/10/2020,4/12/2020,Morning Consult,B/C,645,a,.23797585,0,"","",42,43,42.647439,46.066124,15:55:09  2 Jun 2020,https://morningconsult.com/wp-content/uploads/2020/04/200430_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
Trump,6/2/2020,I,4/8/2020,4/13/2020,SSRS,B/C,381,a,.54188977,0,"","",46,54,45.719204,53.333493,15:55:09  2 Jun 2020,https://ssrs.com/wp-content/uploads/2020/04/SSRS-Coronavirus-Probability-Panel-Data-4.27.20-V2.pdf
Trump,6/2/2020,I,4/10/2020,4/12/2020,YouGov,B,430,a,.15241794,0,"","",45,45,45.10565,48.85392,15:55:09  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/04/20/5e9e18a0c5b63c5b58734d00.pdf
Trump,6/2/2020,I,4/9/2020,4/14/2020,Global Strategy Group/GBAO/Navigator Research,"",36.776667,rv,.02838855,0,"",T,37,53,38.675548,53.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.14.20.pdf
Trump,6/2/2020,I,4/10/2020,4/13/2020,Harris Insights & Analytics,C,828,rv,.4315208,0,"","",45,55,42.297063,52.944829,15:55:09  2 Jun 2020,https://thehill.com/hilltv/what-americas-thinking/492603-poll-trump-approval-remains-steady-at-48-percent
Trump,6/2/2020,I,4/9/2020,4/15/2020,UCLA Nationscape,"",2300,a,.33576487,0,"","",32,46,34.557309,49.617202,15:55:09  2 Jun 2020,https://www.voterstudygroup.org/covid-19-updates
Trump,6/2/2020,I,4/11/2020,4/14/2020,Civiqs,B/C,640,a,.6091809,0,"","",42,53,42.123643,52.976085,15:55:09  2 Jun 2020,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_04_p837y2s.pdf
Trump,6/2/2020,I,4/12/2020,4/14/2020,YouGov,B,603,a,.21675178,0,"","",43,45,43.10565,48.85392,15:55:09  2 Jun 2020,https://docs.cdn.yougov.com/6fdl23u606/econTabReport.pdf
Trump,6/2/2020,I,4/10/2020,4/15/2020,Global Strategy Group/GBAO/Navigator Research,"",116.725,rv,.08964033,0,"",T,37,49,38.675548,49.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.15.20.pdf
Trump,6/2/2020,I,4/14/2020,4/16/2020,Harris Insights & Analytics,C,629,rv,.34192913,0,"","",48,52,45.297063,49.944829,15:55:09  2 Jun 2020,https://harvardharrispoll.com/wp-content/uploads/2020/04/j17063-QHHP041220-PostWtd-Ban1-Sec1-Filtered-16-Apr-2020.pdf
Trump,6/2/2020,I,4/13/2020,4/16/2020,Global Strategy Group/GBAO/Navigator Research,"",55.605,rv,.04252142,0,"",T,30,55,31.675548,55.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.16.20.pdf
Trump,6/2/2020,I,4/14/2020,4/17/2020,Global Strategy Group/GBAO/Navigator Research,"",57.3275,rv,.04373681,.0002264,"",T,31,51,32.675548,51.903608,15:55:09  2 Jun 2020,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.17.20.pdf
Trump,6/2/2020,I,4/15/2020,4/16/2020,Ipsos,B-,193,a,.17810381,.00078293,"","",42,55,42.417637,52.911788,15:55:09  2 Jun 2020,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline_abc_ipsos_poll_april_16_2020_trend.pdf
Trump,6/2/2020,I,4/14/2020,4/19/2020,ABC News/The Washington Post,A+,356,a,.7517534,.01059415,"","",42,57,40.540802,56.454829,15:55:09  2 Jun 2020,https://www.washingtonpost.com/context/april-14-19-washington-post-u-md-poll/4521bb45-b844-4dbd-b72d-0a298cf7539a/
Trump,6/2/2020,I,4/15/2020,4/19/2020,McLaughlin & Associates,C/D,310,lv,.40843982,.00522477,"","",51,48,49.465685,48.191198,15:55:09  2 Jun 2020,https://mclaughlinonline.com/pols/wp-content/uploads/2020/04/April-National-Monthly-RELEASE-1.pdf
Trump,6/2/2020,I,4/17/2020,4/19/2020,YouGov,B,424,a,.1572361,.00216528,"","",41,44,41.10565,47.85392,15:55:09  2 Jun 2020,https://big.assets.huffingtonpost.com/athena/files/2020/04/20/5e9e1857c5b63c5b58734cc0.pdf
