subject,modeldate,party,startdate,enddate,pollster,grade,samplesize,population,weight,influence,multiversions,tracking,url,approve,disapprove,approve_adjusted,disapprove_adjusted,timestamp
Trump,4/1/2020,I,3/18/2020,3/22/2020,Monmouth University,A+,309,a,.7000161,.428183,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032320.pdf/,48,48,47.40976,47.78689,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/19/2020,3/22/2020,Rasmussen Reports/Pulse Opinion Research,C+,300,lv,.5037116,.3276686,"","",https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/march_2020/crosstabs_trump_response_to_coronavirus_march_19_and_22_2020,34,65,36.37453,61.26315,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/18/2020,3/24/2020,Ipsos,B-,428,a,.521602,.3361164,"","",https://fingfx.thomsonreuters.com/gfx/mkt/13/3885/3841/Topline%20Reuters%20Coronavirus%2003%2024%202020.pdf,43,43,43.696,42.2355,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/20/2020,3/22/2020,YouGov,B-,409,a,.1799637,.1120038,"","",https://big.assets.huffingtonpost.com/athena/files/2020/03/24/5e7a4240c5b63c3b6498205f.pdf,40,43,41.85176,45.80149,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/20/2020,3/22/2020,Morning Consult,B/C,690,a,.2259034,.139865,"","",https://morningconsult.com/wp-content/uploads/2020/03/200383_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf,42,45,41.21737,48.55998,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/21/2020,3/23/2020,YouGov,B-,706,a,.3136795,.2084518,"","",https://drive.google.com/file/d/1TofJVeuCbZN8cRGBN97kWGqhO6tlQ7VA/view,54,47,55.85176,49.80149,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/20/2020,3/23/2020,Global Strategy Group/GBA Strategies,"",59.685,rv,.0700879,.0473909,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.23.20.pdf,45,38,45.10594,39.17607,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/21/2020,3/24/2020,Global Strategy Group/GBA Strategies,"",58.19,rv,.067843,.0486507,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.24.20.pdf,48,43,48.10594,44.17607,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/21/2020,3/24/2020,Fox News/Beacon Research/Shaw & Co. Research,A-,111.21,rv,.245635,.1788648,"","",https://www.scribd.com/document/453417322/Fox-News-Poll-March-21-24-2020,46,47,45.99445,46.98482,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/22/2020,3/23/2020,Harris Insights & Analytics,C+,291,rv,.2073373,.147754,"","",https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen,55,45,53.1617,41.60234,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/22/2020,3/24/2020,YouGov,B-,593,a,.2692495,.1900399,"","",https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf,42,45,43.85176,47.80149,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/22/2020,3/25/2020,ABC News/Washington Post,A+,371.11,a,.8236039,.6317088,"","",https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/,49,45,48.34729,45.39935,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/22/2020,3/25/2020,Global Strategy Group/GBA Strategies,"",57.6725,rv,.0666849,.0505742,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.25.20.pdf,42,51,42.10594,52.17607,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/24/2020,3/26/2020,Harris Insights & Analytics,C+,647,rv,.4680104,.372077,*,"",https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Crosstabs.pdf,43.5,56.5,41.6617,53.10234,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/24/2020,3/26/2020,Morning Consult,B/C,729,a,.2677594,.2103606,"","",https://morningconsult.com/wp-content/uploads/2020/03/200394_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf,47,38,46.21737,41.55998,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/24/2020,3/25/2020,SurveyUSA,A,242,a,.4927833,.3964567,"","",http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d,49,46,47.99767,47.47383,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/23/2020,3/26/2020,Global Strategy Group/GBA Strategies,"",55.275,rv,.0636645,.0508809,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf,47,43,47.10594,44.17607,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/23/2020,3/26/2020,McLaughlin & Associates,C/D,310,lv,.4592735,.3701,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2020/03/National-Monthly-Omnibus-MARCH-PUBLIC.pdf,47,48,46.84349,47.71278,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/25/2020,3/26/2020,YouGov,B-,659,a,.3301066,.2738465,"","",https://docs.cdn.yougov.com/69501vybsd/20200326_yahoo_coronavirus_crosstabs.pdf,40,44,41.85176,46.80149,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/24/2020,3/27/2020,Global Strategy Group/GBA Strategies,"",58.765,rv,.0676973,.0568414,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf,46,44,46.10594,45.17607,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/26/2020,3/27/2020,Harris Insights & Analytics,C+,275,rv,.2104888,.1844431,"","",https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen,48,52,46.1617,48.60234,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/25/2020,3/30/2020,Global Strategy Group/GBA Strategies,"",37.29,rv,.0433466,.0398765,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf,53,36,53.10594,37.17607,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/27/2020,3/29/2020,Morning Consult,B/C,679,a,.285262,.2603002,"","",https://morningconsult.com/wp-content/uploads/2020/03/2003102_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf,48,38,47.21737,41.55998,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/28/2020,3/30/2020,Civiqs,"",602,a,.6752625,.6490405,"","",https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03B_x2nf9sb.pdf,43,49,43.92903,48.10699,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/27/2020,3/30/2020,Selzer & Co.,A+,237,a,.5362174,.5153948,"","",https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf,42,47,42.82384,46.75567,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/26/2020,3/31/2020,Global Strategy Group/GBA Strategies,"",223.74,rv,.2619791,.251495,"",T,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf,51,38,51.10594,39.17607,14:11:27  1 Apr 2020
Trump,4/1/2020,I,3/29/2020,3/31/2020,YouGov,B-,558,a,.3298706,.3298706,"","",https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,47,37,48.85176,39.80149,14:11:27  1 Apr 2020
Trump,4/1/2020,R,2/2/2020,2/4/2020,YouGov,B-,376,a,.4310028,0,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf,75,6,74.92201,7.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,2/7/2020,2/9/2020,Morning Consult,B/C,684,a,.5570094,0,"","",https://morningconsult.com/wp-content/uploads/2020/02/200214_crosstabs_CORONAVIRUS_Adults_v4_JB.pdf,88,4,87.3616,5.277525,14:11:28  1 Apr 2020
Trump,4/1/2020,R,2/9/2020,2/11/2020,YouGov,B-,378,a,.3739212,0,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf,74,7,73.92201,8.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,2/16/2020,2/18/2020,YouGov,B-,381,a,.3263334,.0070073,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m3wzkd0n59/econTabReport.pdf,78,8,77.92201,9.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,2/23/2020,2/25/2020,YouGov,B-,386,a,.3010494,.0173047,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zye3phsf7t/econTabReport.pdf,77,7,76.92201,8.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,2/24/2020,2/26/2020,Morning Consult,B/C,737,a,.3109435,.0180613,"","",https://morningconsult.com/wp-content/uploads/2020/02/200260_crosstabs_CORONAVIRUS_Adults_v2_JB.pdf,84,7,83.3616,8.277526,14:11:28  1 Apr 2020
Trump,4/1/2020,R,2/26/2020,2/28/2020,YouGov,B-,278,a,.2084032,.0152902,"","",https://projects.fivethirtyeight.com/polls/20200318_National_HPYouGov_coronavirus_2.pdf,89,6,88.92201,7.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,2/26/2020,2/28/2020,Harris Insights & Analytics,C+,848,rv,.6851684,.0534593,"","",https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_February2020_RegisteredVoters_Crosstabs.pdf,82,18,82.84045,15.12183,14:11:28  1 Apr 2020
Trump,4/1/2020,R,2/28/2020,3/1/2020,Morning Consult,B/C,694,a,.2573784,.0234369,"","",https://morningconsult.com/wp-content/uploads/2020/03/200271_crosstabs_CORONAVIRUS_Adults_v2_JB-1.pdf,84,7,83.3616,8.277526,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/1/2020,3/3/2020,YouGov,B-,250,a,.1802422,.0222488,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3rdraw493c/econTabReport.pdf,85,8,84.92201,9.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/2/2020,3/3/2020,Ipsos,B-,396,a,.4267375,.0586905,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline_reuters_coronavirus_03_03_2020.pdf,75,13,76.05801,12.5901,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/3/2020,3/5/2020,Morning Consult,B/C,675,rv,.2267326,.0349372,"","",https://morningconsult.com/wp-content/uploads/2020/03/200311_crosstabs_CORONAVIRUS_RVs_v3_YW.pdf,79,9,78.3616,10.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/2/2020,3/8/2020,SurveyMonkey,D-,1128,a,.5447102,.1180333,"","",https://www.surveymonkey.com/curiosity/nyt-march-2020-cci/,86,13,84.80547,12.47499,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/4/2020,3/7/2020,SSRS,A/B,351.19,a,.6670557,.1565507,"","","https://cdn.cnn.com/cnn/2020/images/03/09/rel2b.-.trump,.coronavirus.pdf",79,11,79.74857,11.08738,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/6/2020,3/8/2020,Global Strategy Group/GBA Strategies,"",340,rv,.3881639,.0837352,"","",https://navigatorresearch.org/wp-content/uploads/2020/03/March-2020-Navigator-Coronavirus-Toplines.pdf,79,13,79.64835,12.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/5/2020,3/8/2020,Quinnipiac University,B+,378.3,rv,.7262983,.183527,"","",https://poll.qu.edu/national/release-detail?ReleaseID=3657,87,7,85.98283,8.016654,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/6/2020,3/9/2020,Morning Consult,B/C,658,a,.2050859,.0451337,"","",https://morningconsult.com/wp-content/uploads/2020/03/200326_crosstabs_CORONAVIRUS_Adults_v4_JB.pdf,81,10,80.3616,11.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/8/2020,3/9/2020,Harris Insights & Analytics,C+,320,rv,.2299319,.0533734,"","",https://thehill.com/hilltv/what-americas-thinking/487327-poll-trump-sees-high-marks-on-the-economy-low-marks-on-handling,82,18,82.84045,15.12183,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/8/2020,3/10/2020,YouGov,B-,374,a,.2434149,.0574223,"","",https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf,82,8,81.92201,9.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/10/2020,3/11/2020,YouGov,B-,406,a,.2562035,.0696294,"","",https://docs.cdn.yougov.com/ap1p15w9nv/20200311_yahoo_coronavirus_crosstabs.pdf,84,10,83.92201,11.10262,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/10/2020,3/12/2020,YouGov,B-,241,a,.1520814,.0413317,"","",https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b63c3b6485b422.pdf,88,8,87.92201,9.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/10/2020,3/14/2020,Morning Consult,B/C,693,a,.2065556,.0591716,"","",https://morningconsult.com/wp-content/uploads/2020/03/200333_crosstabs_CORONAVIRUS_Adults_v3_JB-2.pdf,83,11,82.3616,12.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/12/2020,3/12/2020,SurveyUSA,A,256,a,.5093848,.1715539,"","",http://www.surveyusa.com/client/PollTrack.aspx?g=41b2a625-ff4d-4ffa-99b2-de9cc09cdd58,80,15,79.11488,15.90279,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/11/2020,3/12/2020,Ipsos,B-,128,a,.102432,.0314906,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-031320.pdf,86,11,87.05801,10.5901,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/11/2020,3/13/2020,NBC News/Wall Street Journal,A/B,323,rv,.6526944,.2236676,"","",https://www.documentcloud.org/documents/6810602-200149-NBCWSJ-March-Poll-Final-3-14-20-Release.html,81,14,81.52985,13.52524,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/13/2020,3/14/2020,Marist College,A+,243.04,rv,.5358022,.2028984,"","",http://maristpoll.marist.edu/wp-content/uploads/2020/03/NPR_PBS-NewsHour_Marist-Poll_USA-NOS-and-Tables_2003151338.pdf,85,11,84.8006,11.16144,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/13/2020,3/15/2020,YouGov,B-,233,a,.1450446,.0469495,"","",https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b60fb69ddf0b8d.pdf,89,6,88.92201,7.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/13/2020,3/16/2020,Morning Consult,B/C,677,rv,.1963674,.0720682,"","",https://morningconsult.com/wp-content/uploads/2020/03/200346_crosstabs_CORONAVIRUS_TREND_RVs_v3_JB-1.pdf,83,10,82.3616,11.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/14/2020,3/15/2020,Harris Insights & Analytics,C+,659,a,.4264478,.1565879,"","",https://theharrispoll.com/wp-content/uploads/2020/03/Harris-Poll-COVID19-Tabs_Wave-2.pdf,85,15,85.84045,12.12183,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/16/2020,3/16/2020,Morning Consult,B/C,677,rv,.1968539,.0806497,"","",https://morningconsult.com/wp-content/uploads/2020/03/200346_crosstabs_POLITICO_RVs_v1_AUTO.pdf,79,14,78.3616,15.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/15/2020,3/17/2020,YouGov,B-,382,a,.2355962,.0972405,"","",https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf,82,13,81.92201,14.10262,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/16/2020,3/17/2020,Ipsos,B-,387,a,.2744787,.1313788,"","",https://fingfx.thomsonreuters.com/gfx/mkt/13/3563/3524/Topline%20Reuters%20Coronavirus%2003%2017%202020.pdf,82,15,83.05801,14.5901,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/13/2020,3/22/2020,Gallup,B,318,a,.5854027,.3126116,"","",https://news.gallup.com/poll/298313/president-trump-job-approval-rating.aspx,94,6,92.02895,7.282385,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/17/2020,3/20/2020,Morning Consult,B/C,614,rv,.1838456,.0985821,"","",https://morningconsult.com/wp-content/uploads/2020/03/200371_crosstabs_CORONAVIRUS_TREND_PARTIALS_RVs_v2_JB.pdf,87,9,86.3616,10.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/18/2020,3/19/2020,Emerson College,A-,375,rv,.765124,.4382964,"","",https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus,83.5,9.2,83.82137,9.854203,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/18/2020,3/19/2020,Ipsos,B-,152,a,.1053012,.059089,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-032020.pdf,92,8,93.05801,7.590098,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/18/2020,3/19/2020,SurveyUSA,A,307,a,.5978428,.3409659,"","",http://www.surveyusa.com/client/PollReport.aspx?g=982bb407-60fd-42bc-ac07-080c7af879b2,90,6,89.11488,6.902793,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/18/2020,3/22/2020,Monmouth University,A+,244,a,.5540992,.3389292,"","",https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032320.pdf/,89,7,88.2585,7.966015,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/20/2020,3/22/2020,Morning Consult,B/C,709,a,.2203906,.1364909,"","",https://morningconsult.com/wp-content/uploads/2020/03/200383_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf,85,7,84.3616,8.277526,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/18/2020,3/24/2020,Ipsos,B-,1680,a,1.139742,.7331822,"","",https://fingfx.thomsonreuters.com/gfx/mkt/13/3885/3841/Topline%20Reuters%20Coronavirus%2003%2024%202020.pdf,83,13,84.05801,12.5901,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/19/2020,3/22/2020,Rasmussen Reports/Pulse Opinion Research,C+,330,lv,.5396559,.3510507,"","",https://www.rasmussenreports.com/platinum/political_tracking_crosstabs/march_2020/crosstabs_trump_response_to_coronavirus_march_19_and_22_2020,77,22,78.76991,19.88618,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/20/2020,3/22/2020,YouGov,B-,250,a,.1563694,.0979656,"","",https://big.assets.huffingtonpost.com/athena/files/2020/03/24/5e7a4240c5b63c3b6498205f.pdf,85,11,84.92201,12.10262,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/20/2020,3/23/2020,Global Strategy Group/GBA Strategies,"",90.825,rv,.0841608,.0566985,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.23.20.pdf,89,7,89.64835,6.873578,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/21/2020,3/23/2020,YouGov,B-,507,a,.3193274,.2134071,"","",https://drive.google.com/file/d/1TofJVeuCbZN8cRGBN97kWGqhO6tlQ7VA/view,91,9,90.92201,10.10262,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/19/2020,3/24/2020,Pew Research Center,B/C,4738,a,2.319344,1.598818,"","",https://www.people-press.org/wp-content/uploads/sites/4/2020/03/PP_2020.03.26_Coronavirus-Impact_FINAL.pdf,83,17,83.88792,15.20371,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/22/2020,3/24/2020,YouGov,B-,399,a,.2560453,.1815936,"","",https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf,89,7,88.92201,8.102625,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/21/2020,3/24/2020,Fox News/Beacon Research/Shaw & Co. Research,A-,404.4,rv,.8154189,.5937662,"","",https://www.scribd.com/document/453417322/Fox-News-Poll-March-21-24-2020,86,13,85.8779,12.83663,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/21/2020,3/24/2020,Global Strategy Group/GBA Strategies,"",88.55,rv,.0811859,.058063,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.24.20.pdf,88,8,88.64835,7.873578,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/22/2020,3/23/2020,Harris Insights & Analytics,C+,321,rv,.2034358,.1448261,"","",https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen,86,14,86.84045,11.12183,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/22/2020,3/25/2020,Global Strategy Group/GBA Strategies,"",87.7625,rv,.079541,.0602125,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.25.20.pdf,84,11,84.64835,10.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/22/2020,3/25/2020,ABC News/Washington Post,A+,240.72,a,.540225,.4143556,"","",https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/,86,12,85.92706,12.0596,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/23/2020,3/26/2020,McLaughlin & Associates,C/D,330,lv,.4780019,.3851921,"","",https://mclaughlinonline.com/pols/wp-content/uploads/2020/03/National-Monthly-Omnibus-MARCH-PUBLIC.pdf,88,11,87.50831,11.28697,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/24/2020,3/26/2020,Morning Consult,B/C,689,a,.242119,.1901571,"","",https://morningconsult.com/wp-content/uploads/2020/03/200394_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf,85,11,84.3616,12.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/24/2020,3/25/2020,SurveyUSA,A,333,a,.6556332,.5272972,"","",http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d,91,8,90.11488,8.902793,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/24/2020,3/26/2020,Harris Insights & Analytics,C+,782,rv,.503671,.4001517,*,"",https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_March2020_RegisteredVoters_Crosstabs.pdf,80.5,19.5,81.34045,16.62183,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/23/2020,3/26/2020,Global Strategy Group/GBA Strategies,"",90.45,rv,.0814744,.0650311,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf,87,11,87.64835,10.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/25/2020,3/26/2020,YouGov,B-,355,a,.2482324,.2064978,"","",https://docs.cdn.yougov.com/69501vybsd/20200326_yahoo_coronavirus_crosstabs.pdf,84,13,83.92201,14.10262,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/24/2020,3/27/2020,Global Strategy Group/GBA Strategies,"",89.425,rv,.0804843,.0675173,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf,85,13,85.64835,12.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/26/2020,3/27/2020,Harris Insights & Analytics,C+,303,rv,.2076035,.181814,"","",https://thehill.com/hilltv/what-americas-thinking/489920-poll-trumps-approval-on-coronavirus-drops-after-calls-to-reopen,76,24,76.84045,21.12183,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/25/2020,3/30/2020,Global Strategy Group/GBA Strategies,"",61.02,rv,.0553993,.0509454,"",T,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf,85,14,85.64835,13.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/27/2020,3/29/2020,Morning Consult,B/C,694,a,.2803671,.255772,"","",https://morningconsult.com/wp-content/uploads/2020/03/2003102_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf,85,11,84.3616,12.27753,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/27/2020,3/30/2020,Selzer & Co.,A+,333,a,.7495553,.7204483,"","",https://www.grinnell.edu/sites/default/files/docs/2020-03/GCNP%20April%202020%20Toplines%20and%20Methodology.pdf,86,10,86.04425,10.44373,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/28/2020,3/30/2020,Civiqs,"",406.35,a,.5464757,.5252547,"","",https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03B_x2nf9sb.pdf,89,7,88.34194,8.186685,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/26/2020,3/31/2020,Global Strategy Group/GBA Strategies,"",366.12,rv,.335041,.3215759,"",T,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf,83,14,83.64835,13.87358,14:11:28  1 Apr 2020
Trump,4/1/2020,R,3/29/2020,3/31/2020,YouGov,B-,399,a,.3192843,.3192843,"","",https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf,89,10,88.92201,11.10262,14:11:28  1 Apr 2020
Trump,4/1/2020,all,2/2/2020,2/4/2020,YouGov,B-,1500,a,.7080148,0,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/73jqd6u5mv/econTabReport.pdf,41,30,43.08269,31.41722,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/7/2020,2/9/2020,Morning Consult,B/C,2200,a,.7871881,0,"","",https://morningconsult.com/wp-content/uploads/2020/02/200214_crosstabs_CORONAVIRUS_Adults_v4_JB.pdf,57,22,54.99294,26.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/9/2020,2/11/2020,YouGov,B-,1500,a,.5624948,0,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/79zfxkws33/econTabReport.pdf,39,29,41.08269,30.41722,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/16/2020,2/18/2020,YouGov,B-,1500,a,.4546001,.0063911,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m3wzkd0n59/econTabReport.pdf,39,32,41.08269,33.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/23/2020,2/25/2020,YouGov,B-,1500,a,.396104,.0182773,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/zye3phsf7t/econTabReport.pdf,39,31,41.08269,32.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/24/2020,2/26/2020,Morning Consult,B/C,2200,a,.3496334,.0174311,"","",https://morningconsult.com/wp-content/uploads/2020/02/200260_crosstabs_CORONAVIRUS_Adults_v2_JB.pdf,54,27,51.99294,31.17846,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/26/2020,2/28/2020,YouGov,B-,1000,a,.2483938,.0151184,"","",https://projects.fivethirtyeight.com/polls/20200318_National_HPYouGov_coronavirus_2.pdf,45,38,47.08269,39.41721,14:11:29  1 Apr 2020
Trump,4/1/2020,all,2/26/2020,2/28/2020,Harris Insights & Analytics,C+,2592,rv,.8129717,.0465757,"","",https://harvardharrispoll.com/wp-content/uploads/2020/03/HHP_February2020_RegisteredVoters_Crosstabs.pdf,48,52,45.99403,49.86555,14:11:29  1 Apr 2020
